district,id,pop,dist_to_cl
AGAGO,"97791","6",131864.264510738488752
AMURU,"95730","44",37546.603401063264755
PADER,"168932","10",76944.665166529157432
PADER,"112227","12",74796.726117619487923
LAMWO,"28717","3",78847.069185391417705
AMURU,"101918","44",22559.594231295614009
GULU,"80267","3",34263.368702648833278
LAMWO,"15315","5",101853.839057224191492
GULU,"127694","11",14733.899603799931356
KITGUM,"40061","5",104787.462270830568741
NWOYA,"170998","3",42689.074066794608370
GULU,"132852","21",2537.560864811588999
AMURU,"74086","42",42680.560950517123274
GULU,"151412","6",41719.800433359916497
KITGUM,"29756","7",148796.052333718253067
AGAGO,"93681","6",141258.212618377554463
PADER,"88526","9",66904.723521647902089
AMURU,"21517","11",70943.311713297822280
GULU,"156580","4",26929.609529788976943
KITGUM,"40080","27",82320.539016979237203
KITGUM,"32866","7",150373.838837980758399
GULU,"89572","6",32315.295563952779048
NWOYA,"157618","3",44738.482899293907394
AMURU,"63799","11",52090.850722236558795
KITGUM,"39056","5",100199.491962968269945
NWOYA,"139065","3",32775.824266407726100
NWOYA,"147315","3",32401.633688704128872
GULU,"124634","21",216.700297478361307
NWOYA,"139068","3",31504.677147764956317
PADER,"100922","12",81504.038697037191014
GULU,"147318","5",16578.181779132268275
KITGUM,"62777","34",102707.213816279909224
AGAGO,"106080","6",131606.254333228454925
AGAGO,"138044","49",85803.096389319674927
GULU,"151449","5",18450.834784369271802
GULU,"132894","4",20629.107548209140077
KITGUM,"30827","5",96663.672088148858165
KITGUM,"25672","7",143503.464302628126461
PADER,"84439","15",74418.202611237808014
GULU,"86503","3",30252.090721228410985
AGAGO,"138054","13",135867.334129189111991
AGAGO,"88569","6",140149.531545811769320
KITGUM,"12278","4",113734.005006099585444
GULU,"141153","6",45697.378119917098957
AGAGO,"89605","6",128440.907629172550514
GULU,"106101","6",22906.125058484321926
PADER,"77236","20",46966.820572670170804
AGAGO,"109198","49",102065.150104340791586
PADER,"77240","6",69590.935206018286408
AGAGO,"131884","26",112326.099257996800588
LAMWO,"1979","10",123833.315585186661338
AGAGO,"90649","6",127292.776288769484381
PADER,"99930","12",82053.356614917283878
LAMWO,"13327","8",98468.178368815089925
AGAGO,"72095","7",132581.428000880405307
GULU,"138081","4",27222.631237259178306
PADER,"73137","6",88661.188831884704996
GULU,"152526","4",26769.919540160815814
LAMWO,"39117","6",64213.693303835629195
KITGUM,"58706","10",112651.164058877388015
GULU,"129847","21",4923.311439861367944
KITGUM,"16439","7",167518.170906194194686
AMURU,"67991","42",51903.375938542041695
NWOYA,"171092","3",44388.411531874211505
LAMWO,"28815","3",77292.373509226250462
AMURU,"125729","10",37816.852336315481807
AGAGO,"65931","7",135795.972974299278576
NWOYA,"164907","3",39952.739802606047306
NWOYA,"157692","3",37457.534069415298291
KITGUM,"61810","6",85464.207312687183730
AGAGO,"97896","6",131454.692168235575082
NWOYA,"168004","3",42404.754724121718027
AMURU,"86557","42",31025.609938427838642
KITGUM,"60782","10",115341.436356815145700
AMURU,"57689","11",58001.036182662923238
PADER,"152542","17",67289.124742864980362
KITGUM,"15420","4",109295.750485499840579
LAMWO,"986","10",134657.255553049297305
PADER,"66972","6",88799.627725102080149
PADER,"152546","10",70914.929578687399044
GULU,"129865","21",1447.904953043750766
KITGUM,"28827","5",91795.571043343981728
LAMWO,"26765","3",80208.097760607211967
LAMWO,"4086","5",119777.049489932527649
KITGUM,"54607","8",86142.593911590374773
GULU,"112347","15",6906.425438677531929
AGAGO,"81419","7",131227.713160488929134
NWOYA,"171116","1",56617.900157253287034
AMURU,"84517","42",36428.742477436710033
GULU,"108230","6",19126.053320380829973
KITGUM,"64929","10",119739.040223302130471
PADER,"78332","6",76305.895858440126176
NWOYA,"148440","3",32387.472977435780194
AMURU,"115449","10",48975.733374858595198
AMURU,"119574","44",18648.686914847075968
AMURU,"59776","11",56787.884684944467153
AGAGO,"73183","33",115628.337579273909796
AGAGO,"105146","6",132025.328903406014433
LAMWO,"19574","6",74526.261153865838423
KITGUM,"22669","4",108947.115892973204609
PADER,"129893","17",68361.254215651206323
NWOYA,"161854","3",47160.110161168238847
NWOYA,"123709","3",48761.632298215758055
LAMWO,"1022","10",134420.184202817879850
NWOYA,"132993","3",82083.893222700702609
KITGUM,"57732","5",99895.063008744167746
GULU,"148461","6",42519.132433098646288
GULU,"136090","6",40800.316606252716156
